,,Stock Level,,,,,,,,
 ,,,,,,,,,,
,,,,,,,,,,2023 09:24:14
Barcode,Stock Code,Description,Supplier,,Location,,On Order,Reserved,On Hand,
A,,CIGARETTES & CIGARS,,,,,,,,
5011064001631,55153,KULANA APPLE JUICE 1L,BARRYS,,,,0,0,19.00,
,,,,,,,,,,
5011064000009,55154,KULANA ORANGE JUICE 1L,BARRYS,,,,0,0,26.00,
5054267012820,270309,LUCOZADE ENERGY CAN 330ML,BARRYS,,,,0,0,42.00,
,,PM1.20,,,,,,,,
5054267010635,270047,LUCOZADE ENERGY ORIGIN,BARRYS,,,,0,0,54.00,
,,500ML PM2.00,,,,,,,,
5054267000612,65620,LUCOZADE ENERGY ORIGINAL,BARRYS,,,,0,0,1.00,
,,500ML,,,,,,,,
5060335631220,261120,MONSTER AB ZERO CAN 500ML,BARRYS,,,,0,0,12.00,
Created using Rs-BackOffice v123.3.2 - www.RetailSolutions.ie,,,,,,,,,Page : 4 / ,21
TILL 01 JOHNS-20/12/2023 00:34:16,,,,,,,,,,
Barcode,Stock Code,Description,Supplier,,Location,,On Order,Reserved,On Hand,
,,4PK,,,,,,,,
5060947542303,270354,MONSTER AUSSIE LEMONADE,BARRYS,,,,0,0,13.00,
,,500ML 4PK,,,,,,,,
5060947540408,1401060,MONSTER ENERGY AUSSIE,BARRYS,,,,0,0,8.00,
,,LEMONADE500ML,,,,,,,,
5060751210924,1401242,MONSTER ENERGY KHAOTIC,BARRYS,,,,0,0,2.00,
,,500ML,,,,,,,,
5060517885137,1401416,MONSTER ENERGY MANGO,BARRYS,,,,0,0,15.00,
,,LOCO 500ML,,,,,,,,
5060639122899,63050,MONSTER ENERGY PACIFIC,BARRYS,,,,0,0,9.00,
,,PUNCH 500ML,,,,,,,,
5060517882976,63156,MONSTER ENERGY PIPELINE,BARRYS,,,,0,0,7.00,
,,PUNCH 500ML,,,,,,,,
5060335632777,1401286,MONSTER ENERGY THE,BARRYS,,,,0,0,12.00,
